City,Duration,Online,Career_Outcomes,Duration_Time,Prerequisite_3,Course,Offline,Full_Time,Prerequisite_2,Distance,Prerequisite_1,Availability,Currency_Time,Country,Int_Fees,Prerequisite_2_grade,Prerequisite_1_grade,Part_Time,University,Course_Lang,Local_Fees,Description,Currency,Remarks,Blended,Level_Code,Prerequisite_3_grade,Website,Face_to_Face,Faculty
Melbourne,2,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,Master of Science (Food Science),yes,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Develop your advanced research skills and contribute to new developments in food sciences.
 RMIT's clinical and experiential research projects contribute to the growth and development of food sciences in Australia. Under expert supervision, you will join researchers already active in: This master degree may be undertaken in a project or thesis mode. The School of Science is renowned for our technical expertise and understanding of the commercial realities and needs of different industry sectors. RMIT partners with industry leaders and works collaboratively with experts from other disciplines, shaping a range of solutions to real-world problems. In the 2015 Excellence in Research for Australia assessment, food sciences at RMIT was ranked as world class.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr232,yes,Science and Health Science
Bundoora,2,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,Master of Science (Food Science),yes,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Develop your advanced research skills and contribute to new developments in food sciences.
 RMIT's clinical and experiential research projects contribute to the growth and development of food sciences in Australia. Under expert supervision, you will join researchers already active in: This master degree may be undertaken in a project or thesis mode. The School of Science is renowned for our technical expertise and understanding of the commercial realities and needs of different industry sectors. RMIT partners with industry leaders and works collaboratively with experts from other disciplines, shaping a range of solutions to real-world problems. In the 2015 Excellence in Research for Australia assessment, food sciences at RMIT was ranked as world class.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr232,yes,Science and Health Science
Bundoora,2,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,Master of Science (Laboratory and Clinical Science),yes,yes,,no,IELTS,A,year,,"30,720",,6.5,yes,RMIT University,English,,"Develop your research skills and contribute to new developments in laboratory and clinical sciences.
 The School of Health and Biomedical Sciences conducts research in the area of ageing and chronic disease. Experienced researchers will supervise your work in the areas of: The research methodologies available to students include: You will undertake clinical or experimental research in one of these fields with an individual supervisor overseeing your development and progress. Research is undertaken in a strongly multi-disciplinary environment that brings clinical and basic researchers together to undertake novel research at the boundaries between disciplines. You may also have the opportunity to conduct research at the Chinese Academy of Sciences in Shanghai. For more information about this opportunity, contact Professor Jiming Ye.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr234,yes,Medical and Nursing
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Business Information Systems),no,yes,,no,IELTS,A,year,,"35,520",,6.5,yes,RMIT University,English,,In this program you will develop advanced research skills that will prepare you for a career in academia and other settings in which systematic and critical analytical skills are required. This PhD degree may be undertaken in a project or thesis mode. You can specialise in:,AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr201,no,Computer Science & Information Technology
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,"PhD (Economics, Finance & Marketing)",no,yes,,no,IELTS,A,year,,"35,520",,6.5,yes,RMIT University,English,,In this PhD program you will develop advanced research skills that will prepare you for a career in academia and other settings in which systematic and critical analytical skills are required. This PhD degree may be undertaken in a project or thesis mode. You can specialise in:,AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr203,no,Business & Commerce & Finance & Accounting
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Business),no,yes,,no,IELTS,A,year,,"35,520",,6.5,yes,RMIT University,English,,In this PhD program you will develop advanced research skills that will prepare you for a career in academia and other settings in which systematic and critical analytical skills are required. This PhD degree may be undertaken in a project or thesis mode. You can specialise in:,AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr205,no,Business & Commerce & Finance & Accounting
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Law),no,yes,,no,IELTS,A,year,,"35,520",,6.5,yes,RMIT University,English,,"In this PhD program you will develop advanced research skills that will prepare you for a career in academia and other settings in which systematic and critical analytical skills are required. This PhD degree may be undertaken in a project or thesis mode. The GSBL Law academics can provide research supervision in a wide range of topic areas such as:
",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr206,no,Law
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Architecture & Design),no,yes,,no,IELTS,A,year,,"38,400",,6.5,yes,RMIT University,English,,"The School of Architecture and Urban Design is widely recognised for innovative leadership and contribution to excellence in design research. At RMIT we contend that research is conducted through designing and that the process of designing, as a means of increasing knowledge, parallels research in other areas in fascinating ways. The province of the PhD is the exploration of new territories of design research, contributions to the knowledge base of the discipline, and steps toward the redefinition of aspects of design. The program also develops advanced technical research skills to prepare you for a career in industry, academia and other settings in which systematic and critical analytical skills are required. Research is conducted through designing and the process of designing as a means of increasing knowledge. Candidates are supported and engaged in communities of practice where learning is fundamentally a social phenomenon; where knowledge is integrated in the life of these communities that share interests, ideas, discourses, ways of doing things and exploring the boundaries of design thinking. The Doctor of Philosophy may be undertaken in a project, thesis by publication or thesis mode.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr207,no,Computer Science & Information Technology
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Education),no,yes,,no,IELTS,A,year,,"27,840",,6.5,yes,RMIT University,English,,"Shape the future of education with a Doctor of Philosophy (PhD) in Education by promoting the interdependence of research, learning and change RMIT’s Doctor of Philosophy (PhD) in Education cultivates high-level skills in research processes, communication, analysis and synthesis of knowledge in education. Graduates of this doctorate degree will develop the skills required to conduct independent research. Individually supervised research programs are available in: What you will gain through this program Through undertaking an original, substantial and rigorous research project, you will contribute to the knowledge base in your chosen field. You will develop a thesis or research project that makes a substantial and original contribution to an existing body of knowledge. Why study Certificate IV Tertiary Preparation at RMIT? At RMIT, you’ll be studying at an institution with expert teachers, passionate researchers, and strong connection to industry.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr209,no,Education
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Media & Communication),no,yes,,no,IELTS,A,year,,"31,680",,6.5,yes,RMIT University,English,,"This Doctor of Philosophy (PhD) research degree will provide the framework, the focus and the discipline necessary to conduct speculative inquiry in the field of media and communication. RMIT places high value on research in this field. It is committed to producing knowledge that is socially, academically, professionally and industry relevant. Researchers and postgraduates in this field are involved in a diverse number of projects funded by the Australian Research Council, philanthropic and commercial bodies. Key researchers are drawn from a variety of research backgrounds. Individually supervised research programs are available in areas such as: You should visit the School of Media and Communication Higher degrees by research page to develop your proposal in relation to the existing research groups, centres and labs. The Doctor of Philosophy may be undertaken in a project, thesis by publication or thesis mode. You should discuss these modes of submission with your potential supervisor/s prior to application. Upon graduation you will have developed:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr211,no,Mass Communication & Media
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Built Environment),no,yes,,no,IELTS,A,year,,"40,320",,6.5,yes,RMIT University,English,,"Through advanced coursework and research in the Doctor of Philosophy in the Built Environment, you will develop sophisticated research, technical and critical analytical skills. Individually supervised research programs are available in project management, construction, property, planning and building science. What you will gain through this program. Upon graduation of this program you will have developed: You will be equipped to pursue an academic career in a university or to be employed in senior leadership and management positions in government, non-government organisations and corporations. Why study a PhD (Built Environment) at RMIT? Our graduates have highly developed technical skills to design, evaluate, implement, analyse, theorise and disseminate research that makes a contribution to knowledge and/or professional practice within government, non-government and corporate environments. They demonstrate high-level personal autonomy and accountability, as well as creativity and initiative in new situations and for further learning, by planning and executing a substantial piece of research.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr212,no,"Architecture, Building & Planning"
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Fashion & Textiles),no,yes,,no,IELTS,A,year,,"31,680",,6.5,yes,RMIT University,English,,NB: DR213 replaces the previous qualification of DR074. The Doctor of Philosophy (PhD) in Fashion and Textiles is suitable of individuals who want to undertake independent original research aligned to one of the School’s Centre for Materials Innovation and Future Fashion or the School’s research streams. These research areas reflect the School’s research supervisors’ expertise along with the available resources and collaborative relationships with industry and other research organisations. The program may be undertaken by project or by thesis mode: The research topic and supervisor’s research approach will determine which mode is suitable. You should discuss these program modes with your potential supervisor/s prior to your application.,AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr213,no,Humanities and Social Science
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Aerospace Engineering),yes,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Use your advanced research skills to further the growth of aerospace engineering. You will join an active research community and work with academics, peers and partner organisations who have demonstrated research success in a range of specialities, including:  RMIT researchers deliver high-impact and influential outcomes. Success is demonstrated through excellent performance in university rankings, with a ranking as well above world standard in the Australian Research Council Excellence in Research for Australia (ERA) 2015 round. RMIT is also ranked in the top 100 universities in the fields of aerospace and mechanical engineering in the 2014 QS World University rankings. RMIT researchers contribute to RMIT’s flagship aerospace research centre, the Sir Lawrence Wackett Aerospace Centre.
 Additionally, there are active collaborations with other national and international institutes, centres, groups and partners, including: Research is supported by excellent facilities and infrastructure, including: Throughout your candidature, you will be supported through: As an aerospace engineering research candidate, you have the flexibility to pursue an individual topic, or contribute to one of our existing projects. Aerospace engineering candidates may be eligible for a range of scholarships including:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr215,yes,Aviation
Bundoora,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Aerospace Engineering),yes,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Use your advanced research skills to further the growth of aerospace engineering. You will join an active research community and work with academics, peers and partner organisations who have demonstrated research success in a range of specialities, including:  RMIT researchers deliver high-impact and influential outcomes. Success is demonstrated through excellent performance in university rankings, with a ranking as well above world standard in the Australian Research Council Excellence in Research for Australia (ERA) 2015 round. RMIT is also ranked in the top 100 universities in the fields of aerospace and mechanical engineering in the 2014 QS World University rankings. RMIT researchers contribute to RMIT’s flagship aerospace research centre, the Sir Lawrence Wackett Aerospace Centre.
 Additionally, there are active collaborations with other national and international institutes, centres, groups and partners, including: Research is supported by excellent facilities and infrastructure, including: Throughout your candidature, you will be supported through: As an aerospace engineering research candidate, you have the flexibility to pursue an individual topic, or contribute to one of our existing projects. Aerospace engineering candidates may be eligible for a range of scholarships including:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr215,yes,Aviation
Bundoora,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Mechanical & Manufacturing Engineering),yes,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Use your advanced research skills to further the growth and development of mechanical and manufacturing engineering. You will join an active research community and work with academics, peers and partner organisations who have demonstrated research success in a range of specialities, including: Use your advanced engineering skills to contribute to our applied industry focused mechanical and manufacturing research projects. RMIT’s experienced engineering researchers have achieved significant successes across application areas and industry sectors. Through collaboration with our own institutes and centres we produce creative solutions to existing and emerging industry-applicable engineering problems. Research is supported by state of the art facilities, including the Advanced Manufacturing Precinct. RMIT researchers deliver high-impact and influential outcomes. Success is demonstrated through excellent performance in university rankings, with rankings as well above world standard in the Australian Research Council Excellence in Research for Australia (ERA) 2015 round. RMIT is also ranked in the top 100 universities in the fields of aerospace and mechanical engineering in the 2014 QS World University rankings. There are active collaborations with other national and international institutes, centres, groups and partners, including: RMIT research is supported by excellent facilities and infrastructure, including: Throughout your candidature, you will be supported through: Mechanical and manufacturing engineering candidates may be eligible for a range of scholarships including:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr216,yes,Engineering
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Chemical Engineering),no,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Apply your advanced engineering skills to industry-focused research projects and identify real-world solutions to existing and emerging chemical engineering problems. You can select from existing applied research projects that are well supported by industry. These projects will deliver fundamental research leading to innovative new products, processes and knowledge. Research opportunities are in the fields of rheology, advanced and functional materials, water and wastewater, energy, complex liquid flow, microfluidics, and surface science. You will be expertly supervised while you work on a project in one of the following areas: This PhD may be undertaken in a project, thesis with publication or thesis mode. Prospective candidates should discuss these modes of submission with their potential supervisor. Our primary research activities are conducted within these related research centres: The School of Engineering has excellent laboratory facilities for rheology, materials characterisation, polymer processing, and water quality and treatment. We also have facilities for the conduct of lab and pilot scale investigations which are complemented by a comprehensive range of general and specialist analytical equipment. You will also have the opportunity to use RMIT’s state-of-the-art, multi-million dollar MicroNano Research Facility. Chemical engineering at RMIT has received recognition for world class research that is well supported by competitive grants, Australian Research Council grants, and industry funding. In the 2015 QS World University Rankings, chemical engineering at RMIT was ranked among the top 100-150 universities in the world based on academic reputation, research citations and employer satisfaction.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr217,no,Engineering
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Civil Engineering),yes,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Apply your advanced engineering skills to an industry focused research project and develop solutions to existing and emerging civil and infrastructure engineering problems. The School of Engineering conducts research in a broad spectrum of topics with the overall vision of delivering sustainability, longevity and efficiency of infrastructure essential for the 21st century. Our research strengths are in the fields of: You can select from existing applied research projects that are well supported by industry. These projects will deliver fundamental research leading to innovative new products, processes and knowledge. You will be closely supervised while you work on a project within one of the following research areas: This PhD may be undertaken in a project, thesis with publication or thesis mode. Prospective candidates should discuss these modes of submission with their potential supervisor/s. The primary research activities are conducted within these related research centres: The School of Engineering has received recognition for world class research well supported by competitive grants and industry funding. In the 2015 QS world rankings civil and structural engineering at RMIT was ranked among the top 51-100 in the world based on academic reputation, research citations and employer satisfaction. RMIT has received world-wide recognition for fundamental research in: The School of Engineering has world-class laboratory facilities for heavy structures, geotechnical engineering, construction materials and product development and accelerated testing for material and structural degradation in simulated environments.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr218,yes,Engineering
Bundoora,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Civil Engineering),yes,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Apply your advanced engineering skills to an industry focused research project and develop solutions to existing and emerging civil and infrastructure engineering problems. The School of Engineering conducts research in a broad spectrum of topics with the overall vision of delivering sustainability, longevity and efficiency of infrastructure essential for the 21st century. Our research strengths are in the fields of: You can select from existing applied research projects that are well supported by industry. These projects will deliver fundamental research leading to innovative new products, processes and knowledge. You will be closely supervised while you work on a project within one of the following research areas: This PhD may be undertaken in a project, thesis with publication or thesis mode. Prospective candidates should discuss these modes of submission with their potential supervisor/s. The primary research activities are conducted within these related research centres: The School of Engineering has received recognition for world class research well supported by competitive grants and industry funding. In the 2015 QS world rankings civil and structural engineering at RMIT was ranked among the top 51-100 in the world based on academic reputation, research citations and employer satisfaction. RMIT has received world-wide recognition for fundamental research in: The School of Engineering has world-class laboratory facilities for heavy structures, geotechnical engineering, construction materials and product development and accelerated testing for material and structural degradation in simulated environments.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr218,yes,Engineering
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Environmental Engineering),yes,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Apply your advanced engineering skills to an industry-focused environmental engineering research project. The School of Engineering’s emphasis is on sustainable development and encompasses a broad spectrum of environmental impacts and degradation. Research activity is focused on identifying solutions to existing and emerging problems in these areas. Most of these problems result from human impact and solving them draws on techniques such as life cycle analysis, cleaner production, and eco-efficiency to develop sustainable solutions. You can select from existing applied research projects that are well supported by industry. These projects will deliver fundamental research leading to innovative new products, processes and knowledge. You will be closely supervised while you work on a project within one of the following research areas: This PhD may be undertaken in a project, thesis with publication or thesis mode. Prospective candidates should discuss these modes of submission with their potential supervisor/s. Our primary research activities are conducted within these related research centres: Our research facilities and equipment include:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr219,yes,Engineering
Bundoora,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Environmental Engineering),yes,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Apply your advanced engineering skills to an industry-focused environmental engineering research project. The School of Engineering’s emphasis is on sustainable development and encompasses a broad spectrum of environmental impacts and degradation. Research activity is focused on identifying solutions to existing and emerging problems in these areas. Most of these problems result from human impact and solving them draws on techniques such as life cycle analysis, cleaner production, and eco-efficiency to develop sustainable solutions. You can select from existing applied research projects that are well supported by industry. These projects will deliver fundamental research leading to innovative new products, processes and knowledge. You will be closely supervised while you work on a project within one of the following research areas: This PhD may be undertaken in a project, thesis with publication or thesis mode. Prospective candidates should discuss these modes of submission with their potential supervisor/s. Our primary research activities are conducted within these related research centres: Our research facilities and equipment include:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr219,yes,Engineering
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Electrical & Electronic Engineering),no,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Apply your advanced engineering skills to an industry-focused environmental engineering research project. The School of Engineering’s emphasis is on sustainable development and encompasses a broad spectrum of environmental impacts and degradation. Research activity is focused on identifying solutions to existing and emerging problems in these areas. Most of these problems result from human impact and solving them draws on techniques such as life cycle analysis, cleaner production, and eco-efficiency to develop sustainable solutions. You can select from existing applied research projects that are well supported by industry. These projects will deliver fundamental research leading to innovative new products, processes and knowledge. You will be closely supervised while you work on a project within one of the following research areas: This PhD may be undertaken in a project, thesis with publication or thesis mode. Prospective candidates should discuss these modes of submission with their potential supervisor/s. Our primary research activities are conducted within these related research centres: Our research facilities and equipment include:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr220,no,Engineering
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Geospatial Sciences),no,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Use your advanced research skills at the forefront of geospatial sciences development and implementation. RMIT's geospatial sciences team is the largest academic group of its kind in Australia. You will be expertly supervised as you develop your analytical and problem-solving skills through further investigation into one of our key areas: RMIT has a joint relationship with the University of Twente in the Netherlands. Mathematical and geospatial sciences PhD candidates who complete their program under this arrangement spend time studying in both Melbourne and the Netherlands and graduate with a double badged qualification. Additionally, there are collaborations with other national and international institutes, centres, groups and partners, including RMIT’s SPACE Research Centre.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr223,no,Science and Health Science
Bundoora,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Complementary Medicine),yes,yes,,no,IELTS,A,year,,"30,720",,6.5,yes,RMIT University,English,,"Use your advanced research skills to contribute to new developments in allied and complementary health therapies. Under expert supervision, you will develop your skills and join researchers already active in traditional and complementary medicine. Emphasis will be on research into evidence-based healthcare and clarifying how these therapies may work. The School of Health and Biomedical Sciences conducts research in the area of ageing and chronic disease, including: Research is undertaken in a strongly multi-disciplinary environment that brings clinical and basic researchers together to undertake novel research at the boundaries between disciplines. In the 2015 Excellence in Research for Australia assessment, complementary and alternative medicine at RMIT was ranked as world class.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr224,yes,Medical and Nursing
Bundoora,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Nursing),yes,yes,,no,IELTS,A,year,,"30,720",,6.5,yes,RMIT University,English,,"Use your advanced research skills to contribute to new developments in nursing and health care delivery. The School of Health and Biomedical Sciences conducts research in the area of ageing and chronic disease, including: You will undertake clinical or experimental research in one of these fields with an individual supervisor overseeing your development and progress. Research is undertaken in a strongly multi-disciplinary environment that brings clinical and basic researchers together to undertake novel research at the boundaries between disciplines.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr225,yes,Medical and Nursing
Bundoora,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Psychology),yes,yes,,no,IELTS,A,year,,"30,720",,6.5,yes,RMIT University,English,,"Use your advanced research skills to contribute to our evidence-based healthcare research outcomes. The School of Health and Biomedical Sciences conducts research in the area of ageing and chronic disease, including: You will undertake clinical or experimental research in one of these fields with an individual supervisor overseeing your development and progress. Research is undertaken in a strongly multi-disciplinary environment that brings clinical and basic researchers together to undertake novel research at the boundaries between disciplines.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr226,yes,Science and Health Science
Bundoora,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Medical Radiations Science),yes,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Use your advanced research skills to contribute to new developments in medical radiation sciences. The School of Health and Biomedical Sciences takes a multidisciplinary approach to offer you opportunities to conduct leading-edge medical radiations research. Your research will be supported by excellent research facilities including specialised laboratories that promote a collaborative approach to science. Under expert supervision, you will develop your skills and join researchers already active in:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr228,yes,Medical and Nursing
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Applied Chemistry),no,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Use your advanced research skills to contribute to new developments in applied chemistry. RMIT's modern, purpose-built and well-equipped facilities, including analytical instrumentation, will support your research. The School of Science has expertise in molecular modelling and chemo-metrics that has found applications that span multiple research fields. Our expertise in molecular modelling and chemo-metrics has found applications that span multiple research fields. Under expert supervision, you will join researchers already active in: This PhD may be undertaken in a project, thesis with publication or thesis mode. Prospective candidates should discuss these modes of submission with their potential supervisor/s. Many of our research activities are conducted within these related research centres: The School of Science's researchers have a demonstrated record of success in collaborations, funding and research publications. You will work with researchers who are past and present winners of ARC Future Fellowships and DECRAs, the AGR Matthey Gold medal for outstanding contribution in the field of applied gold chemistry, the RK Murphy Medal for Industrial Chemistry, the Silver Jubilee Medal of the Chromatographic Society, London, the CLRI Padmabhushan Dr Y Nayudamma Chemcon Distinguished Speaker Award (awarded by the Indian Institute of Chemical Engineers). The majority of our research staff are Members and Fellows of professional societies including: the Australian Academy of Technological Sciences and Engineering, the Royal Society of Chemistry (RSC), UK, and the Royal Australian Chemical Institute (RACI). In the 2015 Excellence in Research for Australia assessments we were ranked at ‘well above world standard’ for physical chemistry and ‘above world standard’ for analytical chemistry.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr229,no,Science and Health Science
Melbourne,3,no,Alfred Health Radiation Oncology / Austin Health Radiology / Australian Federal Police / Australian Radiation Protection and Nuclear Safety Agency / Peter MacCallum Cancer Centre,Years,,PhD (Applied Physics),no,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Use your advanced research skills to contribute to new developments in applied physics. Our wide-ranging applied physics expertise gives you opportunities to develop specialist knowledge and honed research skills in your chosen area. Under expert supervision, you join researchers already active in: This PhD may be undertaken in a project, thesis with publication or thesis mode. Prospective candidates should discuss these modes of submission with their potential supervisor/s. Many of our research activities are conducted within these related research centres and groups: You will also have access to our modern semiconductor clean rooms.",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr230,no,Science and Health Science
